1,30,1077,546,112,109,0,3,1
2,30,1079,543,113,112,0,3,1
3,30,1082,540,113,115,0,3,1
4,30,1085,537,113,119,0,3,1
5,30,1084,537,114,123,0,3,1
6,30,1090,546,115,117,0,3,1
7,30,1088,548,117,109,0,3,1
8,30,1090,552,117,109,0,3,1
9,30,1092,557,118,109,0,3,1
10,30,1094,562,119,109,0,3,1
11,30,1094,561,120,110,0,3,1
12,30,1095,560,120,111,0,3,1
13,30,1096,559,121,113,0,3,1
14,30,1097,558,121,114,0,3,1
15,30,1097,558,123,115,0,3,1
16,30,1098,557,123,116,0,3,1
17,30,1099,556,124,118,0,3,1
18,30,1100,555,124,119,0,3,1
19,30,1101,555,125,120,0,3,1
20,30,1102,555,126,124,0,3,1
21,30,1103,556,127,127,0,3,1
22,30,1105,557,127,130,0,3,1
23,30,1106,558,128,133,0,3,1
24,30,1107,559,129,136,0,3,1
25,30,1109,560,130,139,0,3,1
26,30,1109,562,132,140,0,3,1
27,30,1109,565,134,141,0,3,1
28,30,1109,568,136,141,0,3,1
29,30,1110,571,138,142,0,3,1
30,30,1113,574,137,143,0,3,1
31,30,1116,578,137,144,0,3,1
32,30,1119,582,137,145,0,3,1
33,30,1120,576,138,147,0,3,1
34,30,1121,571,139,148,0,3,1
35,30,1123,566,139,149,0,3,1
36,30,1119,563,144,150,0,3,1
37,30,1123,562,142,151,0,3,1
38,30,1127,562,141,152,0,3,1
39,30,1127,564,144,153,0,3,1
40,30,1127,566,147,154,0,3,1
41,30,1127,568,150,155,0,3,1
42,30,1128,571,152,156,0,3,1
43,30,1129,572,153,157,0,3,1
44,30,1131,574,153,158,0,3,1
45,30,1133,575,153,160,0,3,1
46,30,1135,577,153,161,0,3,1
47,30,1136,578,155,162,0,3,1
48,30,1138,580,155,163,0,3,1
49,30,1140,581,155,165,0,3,1
50,30,1142,583,155,166,0,3,1
51,30,1144,585,156,167,0,3,1
52,30,1139,581,164,172,0,3,1
53,30,1147,579,159,178,0,3,1
54,30,1148,579,160,180,0,3,1
55,30,1150,580,161,182,0,3,1
56,30,1151,581,163,183,0,3,1
57,30,1153,582,164,185,0,3,1
58,30,1152,582,166,186,0,3,1
59,30,1151,583,169,186,0,3,1
60,30,1151,583,170,188,0,3,1
61,30,1150,584,173,188,0,3,1
62,30,1150,584,174,190,0,3,1
63,30,1149,585,177,190,0,3,1
64,30,1149,586,179,191,0,3,1
65,30,1148,586,181,193,0,3,1
66,30,1147,587,183,195,0,3,1
67,30,1146,587,185,198,0,3,1
68,30,1146,588,186,200,0,3,1
69,30,1145,589,188,201,0,3,1
70,30,1144,589,190,204,0,3,1
71,30,1143,590,192,206,0,3,1
72,30,1143,591,193,208,0,3,1
73,30,1141,591,195,210,0,3,1
74,30,1139,592,197,211,0,3,1
75,30,1137,593,200,212,0,3,1
76,30,1147,597,186,218,0,3,1
77,30,1141,597,193,219,0,3,1
78,30,1135,597,201,221,0,3,1
79,30,1130,598,208,222,0,3,1
80,30,1127,598,209,224,0,3,1
81,30,1125,599,210,226,0,3,1
82,30,1122,600,211,228,0,3,1
83,30,1120,601,212,230,0,3,1
84,30,1118,603,212,231,0,3,1
85,30,1116,606,212,231,0,3,1
86,30,1113,609,213,233,0,3,1
87,30,1110,612,214,236,0,3,1
88,30,1107,615,215,238,0,3,1
89,30,1104,619,217,240,0,3,1
90,30,1101,622,218,242,0,3,1
91,30,1098,625,219,245,0,3,1
92,30,1095,628,220,247,0,3,1
93,30,1093,632,221,249,0,3,1
94,30,1088,633,223,250,0,3,1
95,30,1083,634,226,252,0,3,1
96,30,1078,635,228,254,0,3,1
97,30,1074,636,230,256,0,3,1
98,30,1069,637,233,257,0,3,1
99,30,1064,638,235,259,0,3,1
100,30,1059,639,238,261,0,3,1
101,30,1055,641,240,262,0,3,1
102,30,1054,643,238,264,0,3,1
103,30,1054,645,236,267,0,3,1
104,30,1042,646,249,263,0,3,1
105,30,1038,647,249,265,0,3,1
106,30,1035,648,248,268,0,3,1
107,30,1031,649,249,270,0,3,1
108,30,1028,650,248,273,0,3,1
109,30,1024,651,249,275,0,3,1
110,30,1021,652,248,278,0,3,1
111,30,1018,653,248,281,0,3,1
112,30,1011,654,250,282,0,3,1
113,30,1005,655,251,284,0,3,1
114,30,999,656,252,286,0,3,1
115,30,992,657,254,287,0,3,1
116,30,986,658,255,289,0,3,1
117,30,980,659,256,291,0,3,1
118,30,974,660,258,293,0,3,1
119,30,969,657,259,295,0,3,1
120,30,964,654,261,297,0,3,1
121,30,952,654,273,300,0,3,1
122,30,946,655,272,301,0,3,1
123,30,941,656,271,303,0,3,1
124,30,936,657,269,304,0,3,1
125,30,931,658,268,306,0,3,1
126,30,925,659,268,305,0,3,1
127,30,919,660,269,305,0,3,1
128,30,913,661,270,304,0,3,1
129,30,907,662,271,304,0,3,1
130,30,901,663,271,303,0,3,1
131,30,895,664,272,303,0,3,1
132,30,889,665,273,302,0,3,1
133,30,883,666,274,302,0,3,1
134,30,877,667,274,301,0,3,1
135,30,871,668,275,301,0,3,1
136,30,865,669,276,300,0,3,1
137,30,859,670,277,300,0,3,1
138,30,853,672,278,299,0,3,1
139,30,847,670,278,299,0,3,1
140,30,841,669,279,298,0,3,1
141,30,835,668,280,297,0,3,1
142,30,829,667,281,297,0,3,1
143,30,821,667,283,297,0,3,1
144,30,813,668,286,296,0,3,1
